billing_date,cust_id,product_id,revenue,active_users,total_logins,api_calls,storage_used_gb,support_tickets,response_time_hrs,feature_usage_score,customer_satisfaction,training_sessions,integration_count,data_processed_tb,uptime_percentage,performance_score,target
2023-05-31,CUST_0245,prod_07,1402.1,146.0,714.0,13990.0,38.8,9.0,0.6,0.79,6.2,7.0,17.0,1.8,40.85,0.67,Active
2023-06-30,CUST_0245,prod_07,931.19,180.0,1156.0,8706.0,117.6,7.0,1.0,1.11,16.9,6.0,10.0,0.6,98.94,1.04,Active
2023-07-31,CUST_0245,prod_07,1434.94,254.0,1010.0,21298.0,83.1,10.0,6.8,0.51,6.6,3.0,6.0,12.3,98.57,0.76,Engaged
2023-08-31,CUST_0245,prod_07,1208.57,94.0,1231.0,4323.0,12.1,6.0,10.7,0.29,7.3,1.0,4.0,18.4,50.26,1.64,Active
2023-09-30,CUST_0245,prod_07,598.52,171.0,2681.0,21586.0,168.0,17.0,11.4,0.44,4.3,13.0,9.0,4.6,97.94,0.92,Engaged
2023-10-31,CUST_0245,prod_07,1536.35,93.0,223.0,2710.0,22.2,0.0,14.0,0.66,11.7,7.0,4.0,34.7,99.78,0.61,Engaged
2023-11-30,CUST_0245,prod_07,3191.17,322.0,99.0,6791.0,99.3,0.0,2.4,0.4,6.2,2.0,26.0,1.6,57.75,0.87,Engaged
2023-12-31,CUST_0245,prod_07,635.04,41.0,253.0,10427.0,53.8,5.0,17.0,0.74,7.1,0.0,18.0,8.9,94.69,0.33,Cancelled
2023-04-30,CUST_0245,prod_08,798.07,15.0,2197.0,18394.0,104.0,8.0,0.5,1.45,10.0,2.0,7.0,18.9,98.37,0.99,Active
2023-05-31,CUST_0245,prod_08,2479.93,85.0,2931.0,10802.0,148.0,0.0,30.7,0.39,9.4,7.0,5.0,20.8,97.85,0.95,Engaged
2023-06-30,CUST_0245,prod_08,937.93,89.0,841.0,12471.0,317.3,12.0,17.9,0.54,5.8,3.0,6.0,14.1,78.04,1.93,Engaged
2023-07-31,CUST_0245,prod_08,1604.48,226.0,1259.0,1727.0,12.0,1.0,15.0,1.49,7.1,3.0,14.0,27.7,97.65,0.52,Active
2023-08-31,CUST_0245,prod_08,99.79342404354344,89.0,143.0,9779.0,84.5,1.0,8.1,0.37,5.7,4.0,6.604438393118838,5.7,99.85,0.44,Active
2023-09-30,CUST_0245,prod_08,1485.26,17.0,1335.0,11218.0,164.3,3.0,18.7,0.7,5.7,8.0,13.0,6.8,98.25,0.73,Engaged
2023-10-31,CUST_0245,prod_08,1423.21,136.0,3454.0,1365.0,23.4,19.0,13.1,0.84,12.0,7.0,6.0,14.7,175.11,0.65,Active
2023-11-30,CUST_0245,prod_08,1035.78,43.0,2982.0,17076.0,86.4,5.0,8.697521993253687,0.77,6.0,0.0,4.0,11.0,96.81,0.65,Active
2023-12-31,CUST_0245,prod_08,2812.18,161.0,1263.0,18438.0,157.8,9.0,8.5,1.0,10.3,6.0,9.0,2.6,97.25,0.89,Engaged
2024-01-31,CUST_0245,prod_08,1494.52,108.0,736.0,14210.0,24.8,3.0,11.1,0.59,5.2,9.0,9.0,0.8,98.94,0.54,Active
2024-02-29,CUST_0245,prod_08,1192.87,15.0,745.0,12829.0,172.4,8.0,2.2,0.44,6.9,16.0,15.0,17.4,97.43,1.91,Active
2024-03-31,CUST_0245,prod_08,1102.71,29.0,908.0,5657.0,109.1,16.0,6.6,0.49,6.0,11.0,18.0,13.7,99.56,0.51,Active
2024-04-30,CUST_0245,prod_08,1342.49,104.0,844.0,8067.0,181.2,4.0,29.7,0.46,7.5,2.0,11.0,12.2,153.07,0.7,Engaged
2024-05-31,CUST_0245,prod_08,1694.02,121.0,874.0,13033.0,196.8,17.0,14.8,1.04,6.2,0.0,19.0,1.5,97.88,0.37,Engaged
2024-06-30,CUST_0245,prod_08,1108.81,49.37651664816196,173.0,4225.0,12.9,5.0,2.6,0.66,4.9,0.6712778429834612,11.0,4.719262674604186,95.77687074487427,0.7307421945147453,Engaged
2024-07-31,CUST_0245,prod_08,2422.63,67.0,1385.0,1240.0,85.0,8.0,4.2,0.94,8.6,6.0,9.0,5.7,97.71,0.17,Engaged
2024-08-31,CUST_0245,prod_08,780.67,61.0,260.0,13471.0,134.5,7.0,9.7,0.62,5.4,1.0,10.0,35.1,97.07,0.48,Engaged
2024-09-30,CUST_0245,prod_08,342.29,20.0,1901.0,17633.0,174.8,0.0,13.7,0.35,4.7,6.0,13.0,28.3,96.65,0.69,Engaged
2024-10-31,CUST_0245,prod_08,2535.19,130.0,1520.0,1608.0,32.2,16.0,9.7,1.44,4.2,0.0,10.0,20.7,99.48,0.88,Engaged
2024-11-30,CUST_0245,prod_08,1634.08,25.0,3247.0,3633.0,389.7,8.0,20.2,0.63,5.2,6.0,2.0,3.3,168.35,0.69,Engaged
2024-12-31,CUST_0245,prod_08,957.47,34.0,792.0,5120.0,71.0,2.0,19.9,0.6,4.8,5.0,6.0,-0.0,129.33,0.76,Churned
2023-04-30,CUST_0246,prod_03,1133.89,61.0,519.0,4167.0,98.4,16.0,2.9,0.52,6.1,4.0,19.0,0.2,168.56,0.74,Churned
2023-04-30,CUST_0246,prod_10,3114.7,184.0,2394.0,18254.0,67.4,0.0,27.4,0.42,9.7,0.0,9.0,12.6,97.33,0.23,Engaged
2023-05-31,CUST_0246,prod_10,860.71,42.0,3666.0,17293.0,112.3,4.0,13.8,0.58,19.0,5.0,9.0,22.9,98.57,0.33,Active
2023-06-30,CUST_0246,prod_10,718.0348305014535,102.0,1382.0,15771.0,13.4,8.563780381875619,21.3,1.69,6.841807350148444,10.0,6.0,5.721440129656444,97.05,0.58,Engaged
2023-07-31,CUST_0246,prod_10,2432.27,288.0,975.0,3954.0,375.6,0.0,13.5,0.87,10.3,4.0,15.0,18.7,98.19,0.38,Active
2023-08-31,CUST_0246,prod_10,781.28,137.0,1499.0,1045.0,21.4,9.0,1.2,0.42,13.5,3.0,24.0,11.6,98.55,0.75,Active
2023-09-30,CUST_0246,prod_10,360.02,22.0,820.0,6690.0,27.1,9.0,7.0,0.73,18.0,4.0,10.0,16.6,100.17,0.42,Active
2023-10-31,CUST_0246,prod_10,868.77,173.0,2164.0,2874.0,22.5,3.0,17.6,0.7,15.9,7.0,6.0,2.0,105.24,0.33,Active
2023-11-30,CUST_0246,prod_10,2296.09,20.0,463.0,16312.0,305.1,5.0,27.6,0.77,9.0,2.0,2.0,18.6,99.78,0.87,Active
2023-12-31,CUST_0246,prod_10,937.83,75.0,1406.0,4934.0,91.7,4.0,14.5,0.56,5.0,0.0,9.0,10.9,157.29,0.81,Engaged
2024-01-31,CUST_0246,prod_10,866.43,93.0,1027.0,1245.0,166.5,3.0,30.0,0.49,5.4,11.0,8.0,1.3,189.29,0.84,Active
2024-02-29,CUST_0246,prod_10,598.37,14.0,804.0,12076.0,64.7,4.0,22.6,0.59,6.2,2.0,15.0,1.1,87.46,1.82,Active
2024-03-31,CUST_0246,prod_10,338.06,206.0,1048.0,26676.0,173.2,9.0,4.7,1.13,6.0,7.0,29.0,5.7,98.33,0.84,Engaged
2024-04-30,CUST_0246,prod_10,1057.94,398.0,1544.0,8542.0,117.6,2.0,3.5,0.49,10.6,3.0,7.0,15.1,99.18,1.01,Active
2024-05-31,CUST_0246,prod_10,1253.88,212.0,392.0,20779.0,18.8,0.0,12.1,0.63,7.7,3.0,11.0,7.2,97.63,0.48,Active
2024-06-30,CUST_0246,prod_10,1147.9,29.0,1373.0,7186.0,131.2,7.0,0.6,1.68,8.6,5.0,1.0,5.5,124.55,0.67,Active
2024-07-31,CUST_0246,prod_10,2853.54,49.0,310.0,17432.0,154.7,4.0,14.0,0.3,7.1,3.0,6.0,9.5,98.93,0.89,Engaged
2024-08-31,CUST_0246,prod_10,572.84,24.0,127.0,1939.0,112.7,7.0,27.3,1.03,10.2,7.0,24.0,19.0,47.2,1.01,Active
2024-09-30,CUST_0246,prod_10,1563.0,87.0,1264.2340074744432,13035.0,125.6,7.0,8.2,0.37,6.0,7.0,17.73374264347714,1.6,97.70027717415388,0.54,Active
2024-10-31,CUST_0246,prod_10,884.31,162.0,168.0,17652.0,172.2,8.0,15.3,0.68,5.9,6.0,10.0,17.2,98.84,1.0,Engaged
2024-11-30,CUST_0246,prod_10,747.93,123.0,528.0,287.0,55.1,9.0,11.2,0.37,10.7,4.0,5.0,6.0,97.49,1.21,Cancelled
2023-04-30,CUST_0247,prod_06,1312.84,50.0,717.0,32105.0,113.7,-1.0,11.3,0.51,6.6,12.0,9.0,23.7,183.62,0.66,Engaged
2023-05-31,CUST_0247,prod_06,375.45,366.0,1530.0,7733.0,29.5,1.0,6.9,0.38,6.0,7.0,10.0,7.6,163.5,0.44,Engaged
2023-06-30,CUST_0247,prod_06,244.67,141.0,3428.0,19027.0,201.2,0.0,19.4,0.76,8.9,5.0,9.0,2.0,96.6,0.98,Engaged
2023-07-31,CUST_0247,prod_06,1953.03,14.0,2779.0,7747.0,286.5,3.0,0.4,1.01,6.0,6.0,7.0,3.4,99.43,0.45,Engaged
2023-08-31,CUST_0247,prod_06,2504.97,62.0,1495.0,10964.0,155.0,2.0,15.0,0.76,9.8,1.0,2.0,27.9,97.38,1.06,Active
2023-09-30,CUST_0247,prod_06,1206.72,129.0,1848.0,3731.0,133.1,4.0,9.1,0.57,5.7,4.0,1.0,1.3,97.58,0.81,Engaged
2023-10-31,CUST_0247,prod_06,1038.76,33.0,205.0,7173.0,27.6,-1.0,0.7,0.93,9.3,1.0,18.0,16.8,97.43,0.44,Engaged
2023-11-30,CUST_0247,prod_06,483.47,151.0,2896.0,36558.0,28.6,19.0,0.7,0.89,14.1,0.0,2.0,10.1,98.28,0.74,Active
2023-12-31,CUST_0247,prod_06,1136.86,286.0,96.0,7739.0,68.5,19.0,7.6,1.8,9.7,5.0,12.0,22.4,99.71,1.14,Engaged
2024-01-31,CUST_0247,prod_06,1083.81,142.0,343.0,2088.0,143.5,9.0,11.4,0.89,6.2,5.0,30.0,18.8,48.86,0.49,Engaged
2024-02-29,CUST_0247,prod_06,689.34,247.0,1482.0,5313.0,250.2,5.0,5.4,0.61,4.8,1.0,9.0,7.4,64.0,1.68,Engaged
2024-03-31,CUST_0247,prod_06,1592.77,171.0,665.0,10497.0,183.3,4.0,8.8,0.8,6.2,4.0,16.0,1.1,134.41,2.0,Active
2024-04-30,CUST_0247,prod_06,488.01,319.0,824.0,18381.0,132.3,0.0,27.5,0.95,9.4,3.0,16.0,9.0,196.47,0.52,Active
2024-05-31,CUST_0247,prod_06,1752.98,124.0,1579.0,937.0,38.8,2.0,9.0,0.57,4.9,2.0,8.0,17.6,97.33,0.67,Active
2024-06-30,CUST_0247,prod_06,3352.69,22.0,3582.0,8576.0,140.6,0.0,1.8,1.3,10.3,2.0,3.0,1.3,98.69,0.73,Active
2024-07-31,CUST_0247,prod_06,531.25,16.0,1093.0,10455.0,263.8,0.0,12.8,0.56,8.5,7.0,4.0,3.5,99.95,0.78,Active
2024-08-31,CUST_0247,prod_06,2203.45,189.0,1693.0,39168.0,76.2,1.0,11.3,1.09,7.4,3.0,8.0,1.1,98.98,0.91,Engaged
2024-09-30,CUST_0247,prod_06,1081.61,80.0,1154.0,18663.0,90.7,3.0,16.3,0.15,4.2,1.0,10.0,25.3,98.69,0.68,Active
2024-10-31,CUST_0247,prod_06,1956.68,113.0,671.0,21564.0,185.7,2.0,10.7,0.34,7.7,5.0,14.0,19.4,100.23,0.54,Engaged
2024-11-30,CUST_0247,prod_06,1714.35,20.0,1212.0,19326.0,145.4,8.0,28.9,1.46,10.1,6.0,14.0,20.1,97.83,0.24,Active
2024-12-31,CUST_0247,prod_06,1487.13,328.0,1180.0,1625.0,79.0,8.0,5.8,0.78,4.3,13.0,16.0,1.1,98.98,0.88,Active
2025-01-31,CUST_0247,prod_06,1706.1072357134103,107.0,3936.0,6980.0,132.9,1.7954528775818597,3.267336007575752,0.46,4.5,6.0,11.0,30.5,100.11,0.16,Active
2023-04-30,CUST_0247,prod_07,530.31,99.0,1335.0,3962.0,60.1,2.0,14.9,0.74,10.7,6.0,13.0,5.4,100.23,0.86,Active
2023-05-31,CUST_0247,prod_07,1570.06,165.0,3332.0,18066.0,123.5,9.0,0.5,0.94,11.0,7.0,9.0,19.1,153.42,0.5,Active
2023-06-30,CUST_0247,prod_07,1630.05,102.0,960.0,28612.0,188.8,8.0,14.3,0.57,7.0,7.0,10.0,15.2,99.3,0.86,Active
2023-07-31,CUST_0247,prod_07,2547.34,33.0,1611.0,1691.0,68.2,4.0,1.7,0.89,12.3,10.0,8.0,1.0,99.26,0.62,Engaged
2023-08-31,CUST_0247,prod_07,1079.01,159.0,743.0,3690.0,84.6,0.0,5.4,1.77,8.4,5.0,1.0,1.1,128.96,0.58,Active
2023-09-30,CUST_0247,prod_07,778.48,300.0,1732.0,29129.0,163.4,11.0,5.3,1.33,5.1,6.0,15.0,21.0,96.85,0.55,Engaged
2023-10-31,CUST_0247,prod_07,1316.73,14.0,980.0,11841.0,74.1,3.0,4.2,1.18,6.7,1.0,26.0,36.1,78.14,0.53,Active
2023-11-30,CUST_0247,prod_07,612.32,125.0,603.0,2301.0,120.5,1.0,8.6,0.34,7.9,6.0,12.0,7.7,99.09,0.44,Engaged
2023-12-31,CUST_0247,prod_07,1235.46,165.0,1181.0,20890.0,15.5,10.0,6.0,0.96,12.2,3.0,5.0,1.8,98.34,0.66,Active
2024-01-31,CUST_0247,prod_07,1000.18,128.0,1087.0,29945.0,73.7,14.0,6.6,0.78,8.1,1.0,12.0,15.8,99.77,0.72,Engaged
2024-02-29,CUST_0247,prod_07,1454.15,97.0,422.9182017844317,27240.0,56.4,10.0,21.9,0.44,7.4,3.832841452281535,0.661090916411136,1.5,98.92,0.242858868745998,Engaged
2024-03-31,CUST_0247,prod_07,1527.43,297.0,1761.0,15254.0,92.2,18.0,16.9,0.69,2.7,10.0,14.0,14.0,99.49,1.86,Engaged
2024-04-30,CUST_0247,prod_07,179.48,75.0,195.0,6432.0,88.4,8.0,20.9,0.38,3.8,1.0,7.0,3.4,95.28,0.8,Churned
2023-04-30,CUST_0247,prod_09,915.86,183.0,669.0,4624.0,211.1,0.0,11.7,0.83,16.5,13.0,21.0,1.7,97.98,0.52,Engaged
2023-05-31,CUST_0247,prod_09,959.8,168.0,528.0,29348.0,78.1,0.0,0.7,0.99,5.7,0.0,11.0,15.6,97.17,0.55,Engaged
2023-06-30,CUST_0247,prod_09,1563.56,32.0,127.0,13825.0,36.0,2.0,5.0,0.61,9.4,8.0,2.0,-1.1,97.64,0.91,Active
2023-07-31,CUST_0247,prod_09,1426.99,23.0,599.0,27222.0,204.6,0.0,9.7,0.59,9.1,3.0,9.0,0.7,99.03,1.92,Engaged
2023-08-31,CUST_0247,prod_09,1178.59,3.7681597644722906,129.0,39925.0,168.5,8.0,9.60005202302299,0.92,7.7,4.195305784730868,2.0,14.0,155.23,0.5,Engaged
2023-09-30,CUST_0247,prod_09,1220.23,35.0,710.0,839.0,55.0,-1.0,4.0,0.7,8.7,5.0,11.0,6.3,99.69,1.38,Active
2023-10-31,CUST_0247,prod_09,629.26,167.0,2197.0,5913.0,122.2,3.0,12.0,1.73,7.6,2.0,6.0,13.7,100.21,0.87,Engaged
2023-11-30,CUST_0247,prod_09,1346.46,25.0,3426.0,17423.0,200.0,4.0,0.3,1.04,5.9,6.0,8.0,17.1,98.38,0.75,Engaged
2023-12-31,CUST_0247,prod_09,1817.47,128.0,2526.0,11451.0,312.4,3.0,10.5,0.34,7.0,7.0,11.0,31.1,98.25,0.94,Active
2024-01-31,CUST_0247,prod_09,1681.85,42.0,643.0,11147.0,145.1,-1.0,9.7,0.94,6.7,0.0,14.0,10.4,126.18,0.53,Active
2024-02-29,CUST_0247,prod_09,387.88,20.0,130.0,12688.0,159.9,6.0,1.3,1.38,17.1,16.0,22.0,10.1,99.31,0.22,Active
2024-03-31,CUST_0247,prod_09,1340.05,87.0,652.0,2960.0,12.3,7.0,0.8,0.21,5.1,3.0,7.0,0.9,98.15,0.61,Engaged
2024-04-30,CUST_0247,prod_09,3606.61,318.0,293.0,1321.0,109.5,6.0,8.2,1.21,7.4,5.0,17.0,13.2,98.76,0.92,Active
2024-05-31,CUST_0247,prod_09,2448.79,150.0,599.0,5011.0,199.8,10.0,8.6,1.03,9.6,6.0,2.0,10.6,98.68,0.92,Engaged
2024-06-30,CUST_0247,prod_09,1286.64,88.0,2512.0,13207.0,343.2,8.0,0.6,0.54,6.6,2.0,11.0,6.0,98.45,0.86,Active
2024-07-31,CUST_0247,prod_09,845.03,160.0,163.0,1182.0,66.3,14.0,10.8,0.49,6.2,3.0,3.0,3.5,147.61,0.51,Engaged
2024-08-31,CUST_0247,prod_09,3537.09,118.0,1822.0,1268.0,150.4,11.0,18.8,0.9,3.0,1.0,30.0,15.3,99.1,0.54,Engaged
2024-09-30,CUST_0247,prod_09,677.7,110.0,2843.0,6803.0,103.4,6.0,12.8,0.8,4.5,6.0,14.0,3.2,97.5,0.9,Active
2024-10-31,CUST_0247,prod_09,3683.95,59.38162620535743,541.0,30815.0,58.79063392219548,6.0,1.439308785586212,0.87,7.6,6.0,2.7473652995938065,6.3,97.38658050241337,0.19,Active
2024-11-30,CUST_0247,prod_09,1090.41,138.0,3745.0,19077.0,128.8,14.0,13.0,0.51,8.3,5.0,11.0,1.3,98.24,0.31,Active
2024-12-31,CUST_0247,prod_09,745.13,32.0,615.0,21839.0,197.9,-1.0,14.7,0.45,7.5,1.0,11.0,6.7,97.64,0.8,Engaged
2025-01-31,CUST_0247,prod_09,1599.45,132.0,1882.6669346842475,28810.0,11.2,3.0,20.26392498173864,0.6,5.181173278276839,0.0,24.0,10.3,95.62198529762124,0.84,Engaged
2023-04-30,CUST_0247,prod_10,632.41,155.0,548.0,906.0,15.2,9.0,1.0,0.9,6.3,4.0,5.0,18.5,97.24,0.93,Active
2023-05-31,CUST_0247,prod_10,771.17,322.0,616.762524407406,17139.0,31.41963538374805,0.0,6.1,0.4517445660786152,5.0,7.0,2.0,1.1,43.12195712579339,0.67,Engaged
2023-06-30,CUST_0247,prod_10,856.15,113.0,1551.0,11520.0,237.7,4.0,13.6,0.15,6.7,0.0,24.0,21.4,98.26,0.49,Active
2023-07-31,CUST_0247,prod_10,505.52,79.0,1279.0,1572.0,213.6,6.0,13.6,0.15,17.7,4.0,7.0,28.3,98.94,0.83,Active
2023-08-31,CUST_0247,prod_10,1135.77,26.0,545.0,12429.0,162.5,5.0,0.6,0.41,7.6,7.0,16.0,15.7,99.77,0.99,Engaged
2023-09-30,CUST_0247,prod_10,808.22,121.0,1814.0,5940.0,151.2,18.0,5.5,0.12,20.0,8.0,3.0,12.6,98.25,0.39,Engaged
2023-10-31,CUST_0247,prod_10,2368.23,174.0,1245.0,1282.0,51.8,11.0,4.8,0.78,8.4,6.0,13.0,6.5,98.43,0.75,Engaged
2023-11-30,CUST_0247,prod_10,554.38,260.0,603.0,2866.0,196.4,5.0,7.1,0.37,9.3,8.0,14.0,3.5,97.56,0.97,Active
2023-12-31,CUST_0247,prod_10,535.43,304.0,985.0,39561.0,371.5,0.0,5.5,0.69,8.3,4.0,17.0,22.6,99.44,0.56,Active
2024-01-31,CUST_0247,prod_10,1141.86,3.0,1495.0,7813.0,27.13312988839721,7.0,9.5,0.91,4.8,1.0,10.0,3.5256644934319787,97.83,0.81,Engaged
2024-02-29,CUST_0247,prod_10,1913.28,121.0,752.0,17348.0,66.8,11.0,7.2,0.28,13.8,13.0,23.0,1.0,97.46,0.79,Active
2024-03-31,CUST_0247,prod_10,992.53,165.0,1490.0,1285.0,143.8,0.0,11.3,0.59,17.7,6.0,6.0,16.6,99.13,0.62,Engaged
2024-04-30,CUST_0247,prod_10,1463.3,152.0,330.0,2263.0,50.6,8.0,26.4,0.52,3.6,6.0,25.0,17.1,94.85,1.05,Active
2024-05-31,CUST_0247,prod_10,3339.35,133.0,426.0,8571.0,107.1,0.0,10.2,2.0,6.7,6.0,17.0,8.5,75.71,1.41,Active
2024-06-30,CUST_0247,prod_10,3657.04,113.0,1520.0,21032.0,71.7,5.0,1.4,1.21,6.2,12.0,3.0,13.0,99.19,0.73,Active
2024-07-31,CUST_0247,prod_10,707.44,167.0,3569.0,2226.0,174.7,2.0,39.08127928138563,0.82,9.1,8.917622692731573,5.0,3.3,97.68,0.8612374094612248,Engaged
2024-08-31,CUST_0247,prod_10,993.19,201.0,2137.0,1940.0,97.3,1.0,8.7,0.48,12.3,4.0,12.0,0.3,97.85,0.88,Engaged
2024-09-30,CUST_0247,prod_10,865.21,182.0,3086.0,9095.0,119.6,17.0,17.5,0.28,3.8,2.0,12.0,39.1,99.94,0.55,Active
2024-10-31,CUST_0247,prod_10,455.24,80.0,1994.0,1782.0,170.6,0.0,12.8,1.55,17.4,1.0,27.0,4.7,98.78,1.96,Engaged
2024-11-30,CUST_0247,prod_10,1301.01,216.0,1032.0,16791.0,177.5,7.0,13.6,1.0,18.0,6.0,29.0,5.5,98.82,0.73,Active
2024-12-31,CUST_0247,prod_10,2296.96,57.0,704.0,1476.0,208.4,4.0,-0.7,0.53,5.9,7.0,4.0,17.7,98.64,1.31,Active
2025-01-31,CUST_0247,prod_10,1686.8,2.2202022529567698,3404.0,7513.0,17.1,7.795365447674095,14.980762659110209,0.97,5.1,2.0,5.0,10.3,138.17,0.48,Active
2023-04-30,CUST_0248,prod_02,232.38,205.0,1864.0,7302.0,107.3,1.0,11.9,0.18,9.9,4.0,11.0,0.9,29.66,1.63,Engaged
2023-05-31,CUST_0248,prod_02,1296.87,186.0,2539.0,15223.0,123.1,0.0,1.5,0.67,9.6,2.0,9.0,36.4,97.47,0.54,Engaged
2023-06-30,CUST_0248,prod_02,1653.69,163.0,3669.0,8299.0,20.0,1.0,23.8,0.21,9.2,7.0,3.0,2.0,97.98,0.57,Engaged
2023-07-31,CUST_0248,prod_02,1438.84,26.0,527.0,10741.0,123.8,6.0,4.9,0.7,8.1,7.0,27.0,21.7,96.87,1.12,Engaged
2023-08-31,CUST_0248,prod_02,804.3010395015161,127.0,2067.0,17099.0,371.2,5.0,0.9,1.61,8.43582559089738,4.752287173680843,18.0,1.488087987985158,98.1,0.6494265799641301,Active
2023-09-30,CUST_0248,prod_02,1084.11,380.0,1044.0,17168.0,131.2,0.0,5.1,0.57,6.3,3.0,1.0,14.3,44.73,0.64,Active
2023-10-31,CUST_0248,prod_02,1033.58,114.0,3668.0,21246.0,30.7,6.0,9.6,0.89,7.6,3.0,8.0,1.1,81.59,1.1,Active
2023-11-30,CUST_0248,prod_02,1006.93,84.0,1131.0,7238.0,180.2,2.0,0.6,0.47,6.9,4.0,15.0,11.7,98.1,0.29,Engaged
2023-12-31,CUST_0248,prod_02,339.3,37.0,2829.0,38349.0,121.0,0.0,11.5,0.71,2.0,3.0,11.0,12.5,39.64,0.59,Engaged
2024-01-31,CUST_0248,prod_02,977.85,4.589863377804442,524.5461877696932,12489.0,14.355508799447971,8.0,0.5,0.72,6.5,-0.4720178544456107,7.840639309078368,15.8,112.4,0.79,Engaged
2024-02-29,CUST_0248,prod_02,1351.52,61.0,1475.0,17830.0,77.3,3.0,6.9,0.22,8.6,6.0,3.0,18.3,119.32,0.93,Engaged
2024-03-31,CUST_0248,prod_02,857.88,340.0,194.0,20212.0,18.1,11.0,-1.0,0.48,5.9,1.0,12.0,5.2,158.26,0.91,Active
2024-04-30,CUST_0248,prod_02,2015.21,220.0,1569.0,19613.0,107.1,3.0,11.7,0.91,10.0,3.0,8.0,5.8,97.96,0.79,Active
2024-05-31,CUST_0248,prod_02,469.63,152.0,1030.0,8944.0,90.5,2.0,12.7,0.67,9.8,1.0,7.0,19.1,98.04,2.0,Engaged
2024-06-30,CUST_0248,prod_02,293.73,83.0,549.0,36644.0,43.6,7.0,0.5,0.9,10.2,1.0,2.0,7.9,76.74,0.64,Engaged
2024-07-31,CUST_0248,prod_02,1150.02,120.0,980.0,2028.0,279.6,0.0,9.0,0.31,4.2,6.0,10.0,14.1,99.76,1.9,Engaged
2024-08-31,CUST_0248,prod_02,190.38,15.0,1272.0,38400.0,275.7,0.0,4.4,0.82,8.3,3.0,13.0,7.6,97.82,1.12,Active
2024-09-30,CUST_0248,prod_02,2069.9,31.63192306750982,1457.0,26223.0,108.6,8.0,6.9,0.31,6.8,12.0,11.0,1.5,98.91995430015297,0.77,Engaged
2024-10-31,CUST_0248,prod_02,819.3,143.0,415.0,4444.0,149.2,2.0,0.9,0.28,8.7,9.0,16.0,28.4,99.27,1.8,Engaged
2024-11-30,CUST_0248,prod_02,1710.44,155.0,1520.0,1255.0,248.0,8.0,19.7,0.3,7.9,1.0,16.0,10.0,97.08,0.9,Active
2024-12-31,CUST_0248,prod_02,3749.2,387.0,1304.0,1484.0,14.1,3.0,11.1,0.99,8.0,6.0,6.0,11.0,99.07,0.75,Active
2025-01-31,CUST_0248,prod_02,259.22,15.0,244.0,10785.0,287.4,1.0,8.9,0.64,6.3,9.0,6.0,18.9,96.77,0.79,Active
2023-04-30,CUST_0248,prod_04,1941.32,63.0,2177.0,6414.0,158.3,0.0,6.5,0.46,14.0,1.0,7.0,13.9,98.56,0.41,Engaged
2023-05-31,CUST_0248,prod_04,1253.33,166.0,1847.0,3253.0,130.0,6.0,8.1,0.25,7.5,2.0,9.0,7.7,98.82,0.84,Engaged
2023-06-30,CUST_0248,prod_04,1056.25,158.0,177.0,1849.0,70.0,2.0,24.3,0.98,2.2,6.0,7.0,19.4,100.36,1.75,Engaged
2023-07-31,CUST_0248,prod_04,738.46,61.0,225.0,19084.0,120.4,0.0,10.2,0.53,9.3,4.0,8.0,1.9,98.47,0.67,Active
2023-08-31,CUST_0248,prod_04,921.19,179.51866642491365,1975.2365432302952,6754.0,179.3,15.0,19.8,0.54,8.194503405129154,0.0,5.0,8.2,99.43,0.17,Engaged
2023-09-30,CUST_0248,prod_04,1705.83,114.0,1178.0,2991.0,144.1,14.0,3.3,0.67,7.7,3.0,16.0,11.2,97.93,0.8,Engaged
2023-10-31,CUST_0248,prod_04,1758.35,181.0,1171.0,6546.0,125.2,0.0,17.8,1.67,9.2,7.0,27.0,6.1,93.88,0.59,Engaged
2023-11-30,CUST_0248,prod_04,1441.76,203.0,1213.0,3587.0,389.3,0.0,4.4,0.85,7.8,6.0,2.0,34.6,99.33,0.61,Engaged
2023-12-31,CUST_0248,prod_04,452.13,20.0,1326.0,18785.0,25.9,2.0,15.6,0.67,9.2,3.0,6.0,5.9,98.4,0.92,Active
2024-01-31,CUST_0248,prod_04,2015.04,155.0,397.0,17102.0,140.4,3.0,15.3,0.63,7.1,15.0,15.0,5.5,98.33,0.46,Engaged
2024-02-29,CUST_0248,prod_04,785.77,24.0,1152.0,13721.0,160.8,7.0,15.9,0.91,7.1,6.0,13.0,9.9,97.05,1.02,Active
2024-03-31,CUST_0248,prod_04,1193.05,64.0,1228.0,1718.0,34.7,10.0,10.7,0.55,3.1,2.0,9.0,6.0,96.37,0.77,Discontinued
2023-04-30,CUST_0248,prod_05,1174.14,44.0,1237.0,1071.0,206.4,3.0,17.1,0.57,7.1,4.0,25.0,16.0,121.11,1.1,Engaged
2023-05-31,CUST_0248,prod_05,519.34,200.0,915.0,6377.0,136.2,9.0,3.7,0.83,17.9,15.0,8.0,24.1,98.0,0.16,Active
2023-06-30,CUST_0248,prod_05,752.62,204.0,588.0,1203.0,81.2,4.0,23.1,0.85,5.7,8.0,24.0,20.8,98.73,1.95,Active
2023-07-31,CUST_0248,prod_05,576.28,10.0,565.0,1161.0,11.1,4.0,7.3,0.42,5.7,8.0,10.0,8.6,98.51,0.72,Active
